fbpp,uniprot_id
FBpp0085902,Q7KLW9
FBpp0081234,Q9VI10;A0A1B2AJC2
FBpp0071259,Q9V3B6
FBpp0072720,Q9W062
FBpp0086387,Q7JVH0
FBpp0071449,Q9W2P5
FBpp0079182,Q9VLV5;A0A1B2AJY7
FBpp0088015,Q9V4Q8
FBpp0084787,Q9VAQ7;F3YDP8
FBpp0087118,Q24297
FBpp0304487,Q9VIS0
FBpp0293061,Q05856
FBpp0084638,Q9VAY6
FBpp0083920,Q9VCE2
FBpp0081305,Q9VHV6
FBpp0087342,Q9V5Q4
FBpp0080488,Q9VJI7
FBpp0084051,Q9VC60
FBpp0075686,Q9VTW6
FBpp0112453,Q9W5Q1
FBpp0078894,Q9VMC8;A0A1B2AJZ5
FBpp0070403,O46072;X2JCE0
FBpp0070404,O46037;X2JAB9
FBpp0074562,Q9VWD0
FBpp0072475,Q8SY39
FBpp0087340,Q7KN79
FBpp0080939,Q9VIJ9
FBpp0078203,Q8IPS4
FBpp0085616,Q6NQY9
FBpp0301081,M9NE98
FBpp0082462,Q9VFE6
FBpp0070952,Q9W3Y0
FBpp0070415,O46098;A0A0F6QCW0
FBpp0302821,Q8IPA0
FBpp0071283,Q9W385
FBpp0292527,P37193;M9MRX8
FBpp0111355,A8JNT7
FBpp0073806,Q8SXQ5
FBpp0081385,Q9VHN4
FBpp0289999,Q8SZA8
FBpp0079874,Q9VKD3
FBpp0070419,Q7YU84
FBpp0306192,M9PHZ5
FBpp0081580,Q9VHA0;A0A0B4K6M7
FBpp0078059,P26017;Q541F9
FBpp0088268,Q8ST83
FBpp0084614,Q9VB08
FBpp0082793,P83949
FBpp0079907,Q24338
FBpp0070654,Q9W4H9
FBpp0074686,Q9NJG9
FBpp0070423,O01346;A4V3W0
FBpp0070606,Q24157
FBpp0086375,Q7KNS3;A0A0B4K812
FBpp0087722,Q7K2D2
FBpp0078315,Q9VNI9
FBpp0084050,Q9VC58
FBpp0073681,Q9VYB1
FBpp0084831,Q9VAJ2
FBpp0085138,Q9VA00
FBpp0070426,Q9V3X4
FBpp0292618,Q8SXP0
FBpp0073522,Q9VYJ4
FBpp0075700,P41375;F3YDB2
FBpp0085334,H1UU98
FBpp0073947,Q9VXK6
FBpp0082019,Q9VGC7
FBpp0070431,Q9W4X8
FBpp0083507,Q9VDD0
FBpp0070432,Q9XZ29
FBpp0082849,Q9VEM2
FBpp0070455,M9PGJ3
FBpp0086066,Q95083
FBpp0070457,O76863
FBpp0084874,Q9VAD4
FBpp0086469,A1ZA22
FBpp0071923,Q9W1Q8
FBpp0089217,Q9W541
FBpp0070463,P25028
FBpp0070464,O76908
FBpp0076547,Q9VS36
FBpp0070465,Q9W4V9
FBpp0086571,Q7JN06
FBpp0070471,Q7KVY7;S5W2P0
FBpp0074609,Q23983
FBpp0110435,P36975
FBpp0075124,Q9VV76
FBpp0297544,P08111;M9NCX1
FBpp0074758,Q9VVX6
FBpp0072145,Q9W1I8
FBpp0077022,Q9VR90
FBpp0271782,P18489
FBpp0080389,Q24509;A4V0S1
FBpp0070474,Q9W4V8;A0A0S0X8K7
FBpp0078761,Q9VMR0
FBpp0112504,Q8MRW1
FBpp0070475,O76912
FBpp0087483,Q7JW66
FBpp0070476,O76861
FBpp0084140,Q9VBY6
FBpp0070479,Q9W4W8
FBpp0080707,P24156;A0A023GQA5
FBpp0087958,Q7K3W2
FBpp0111775,A8DYI6
FBpp0070480,O76879
FBpp0083458,Q9VDB8
FBpp0070481,Q9W4X1
FBpp0085546,Q7K3D8
FBpp0070482,Q9W4X2
FBpp0289317,B7Z0V4
FBpp0078093,O76513
FBpp0074594,Q9VW97;B7Z0G7
FBpp0070723,Q24216
FBpp0072101,Q7KVG9
FBpp0075826,P02841
FBpp0082901,Q9VEI6
FBpp0075338,Q9VUS8
FBpp0075827,P02840
FBpp0075891,P02842
FBpp0082902,P07701;A0A1B2AKL6
FBpp0070511,Q9V3N5
FBpp0074025,Q0KHS0
FBpp0070514,P40140
FBpp0080127,Q9V3P4
FBpp0070516,Q9V401
FBpp0075418,Q9VUJ8
FBpp0306006,Q9VUK0
FBpp0113002,Q9VUK2
FBpp0070517,P11450;C4XVH9
FBpp0074637,Q9VW79
FBpp0071148,Q9W3E8
FBpp0070539,Q9W4V3
FBpp0290280,Q9W4V1
FBpp0070541,Q9V404
FBpp0304769,Q9W4U2
FBpp0070540,Q9W4V4
FBpp0070542,Q9V459
FBpp0070545,Q9W4R4
FBpp0074205,Q9VX51
FBpp0074155,Q9VX87
FBpp0082445,Q9VFJ1
FBpp0076112,Q9VT19
FBpp0072768,Q9W020
FBpp0075865,Q9VTL5
FBpp0075756,Q9VTU0
FBpp0074220,Q9VX62
FBpp0111643,A8DY63
FBpp0070565,Q9W4R8
FBpp0083078,Q8IN78
FBpp0079576,Q9VL10
FBpp0070584,Q9W4P5
FBpp0081458,Q9VHG4
FBpp0083071,Q9VE75
FBpp0080010,P48602;M9PD18
FBpp0288471,Q9V7N5;B7YZI0
FBpp0086474,Q24583;A0A1B2AK09
FBpp0086468,Q9V7D2
FBpp0083214,Q9XZH6;A0A0B4LHE7
FBpp0085786,A1ZBF7
FBpp0087108,A1Z8V7
FBpp0082139,P31409;E1JIJ5
FBpp0288461,Q9VFE5
FBpp0078234,Q9VNL3
FBpp0087668,Q7JR49
FBpp0078349,P54611;A0A0B4LGS4
FBpp0076545,Q9VS33
FBpp0085483,P23380
FBpp0302954,Q9VV74
FBpp0073378,Q9VYV9
FBpp0304730,Q8IPZ7
FBpp0112070,Q9VT67
FBpp0070589,Q9W4N8
FBpp0084176,Q9VC05
FBpp0076440,Q9Y128
FBpp0088153,Q9V4E5
FBpp0070607,O97428
FBpp0070612,O97422;B5RJ22
FBpp0075431,Q9VUG1
FBpp0297069,Q24114;Q53XG2
FBpp0087424,A1Z863
FBpp0084130,Q9VBZ9
FBpp0087807,A1Z7G9
FBpp0070616,Q7K4H4;E2QD64
FBpp0289936,Q9W0M3
FBpp0070618,P13217;E1JJD5
FBpp0291583,Q0E9A7
FBpp0086120,Q7K161
FBpp0077734,Q9VPR6
FBpp0074717,P29829
FBpp0076326,P19107;A8E775
FBpp0082328,Q9VFP6
FBpp0073874,Q8SX37
FBpp0070620,Q9W4K8
FBpp0074906,Q9VVL7
FBpp0084735,Q7K5K3
FBpp0079072,Q9VM14
FBpp0070679,Q7KVX1
FBpp0070622,Q9W4L0
FBpp0293290,Q7K1V1
FBpp0075816,Q9VTN6
FBpp0070623,Q9W4L1
FBpp0081484,Q9VHI4;A0A1B2AKC8
FBpp0081681,Q8T913
FBpp0078516,Q9VN60
FBpp0071085,Q9W3M9
FBpp0083701,Q9VCU8
FBpp0070631,Q9W4M3
FBpp0079430,Q9VLB0
FBpp0294050,Q8IR74
FBpp0076301,P22977;A0A1B2AKQ3
FBpp0070632,Q9W4M5
FBpp0076298,P07184
FBpp0077594,Q9VQ11
FBpp0294049,Q8IR75
FBpp0073583,Q9VYH7
FBpp0070636,Q960X4;M9PGN1
FBpp0074284,Q9VWZ1
FBpp0084893,Q9VAF4
FBpp0081704,Q9VH07
FBpp0078992,Q9VM63
FBpp0071543,Q9W2I4
FBpp0303995,Q9W4S7;M9PGK0
FBpp0301175,M9NFF9
FBpp0084763,Q9VAM5
FBpp0302532,Q7KSD8
FBpp0074385,Q9VWS0
FBpp0298292,M9NE22
FBpp0075238,Q9VUZ8
FBpp0086115,Q7K012
FBpp0070794,O02193
FBpp0076635,P50536
FBpp0073058,Q9VZJ3
FBpp0089035,P18824;M9PGG4
FBpp0079735,Q9VKM6;X2JA36
FBpp0087765,Q7K003
FBpp0074756,Q9V3K3;M9PFN1
FBpp0076832,Q9VRN3
FBpp0080629,Q9VJ73
FBpp0078990,Q9VM59
FBpp0077259,P50534;A4V038
FBpp0075701,Q9VTZ1
FBpp0289092,Q9W3V7
FBpp0289234,Q9VDZ4
FBpp0291529,E1JIR1
FBpp0076346,Q9VSK9
FBpp0071849,Q9W232
FBpp0088883,Q9VIH0
FBpp0075982,Q02870;B7Z0G1
FBpp0083927,Q9VCD5
FBpp0077650,Q9VPX4
FBpp0071503,Q7KVP9
FBpp0112608,P35875
FBpp0086520,A1ZA03
FBpp0078205,Q9VNP8
FBpp0301731,Q7KNM2
FBpp0305835,Q9V3W9
FBpp0290353,B7Z018
FBpp0078142,Q9VNX1
FBpp0086676,Q960E8;A0A0B4K726
FBpp0075399,Q9VUM0
FBpp0082177,Q9XYZ5
FBpp0075348,Q9VUR1
FBpp0086749,A1Z9G2
FBpp0087651,A1Z7P5
FBpp0070643,Q9W4K0
FBpp0073441,Q9VYT6
FBpp0081576,Q9I7K5
FBpp0290661,Q9VRU2
FBpp0070645,Q9W4J7
FBpp0087520,Q6NN55
FBpp0071562,Q7KVQ0;A8E6K0
FBpp0304268,Q7JZF5
FBpp0077551,Q8IPX7
FBpp0304829,M9PG66
FBpp0080319,Q9Y134
FBpp0082727,Q8IH00
FBpp0085693,Q7K2B0
FBpp0075034,Q9VVC9
FBpp0085192,Q9V9U9
FBpp0070649,Q9W4I7
FBpp0303726,P16554;M9PCN6
FBpp0074887,Q9VVN2
FBpp0070652,Q7K4N3;E2QD75
FBpp0087775,Q9V4W1
FBpp0083917,Q9VCE6
FBpp0072056,Q9W1F4
FBpp0087863,Q7KNF2;E2QC83
FBpp0082973,Q9V3L6;A0A1B2AJS4
FBpp0084778,Q9VAN6
FBpp0076374,P92204
FBpp0293269,Q9V3W7
FBpp0087649,A1Z7P3
FBpp0072130,Q9W1H3
FBpp0079219,Q9VLP7
FBpp0300515,A0A0C4DHG5
FBpp0086773,Q9Y091
FBpp0071497,P49028;A0A023T5E7
FBpp0073267,Q9U1H9
FBpp0081156,Q9V3E7
FBpp0079769,Q9VKN7
FBpp0081957,Q9VGF9
FBpp0083769,Q9VCN6
FBpp0305561,Q9VS37
FBpp0078970,Q9VM76
FBpp0076831,Q9VRN6
FBpp0080894,Q9I7L8
FBpp0074608,P52304
FBpp0075690,Q9VTY6
FBpp0086107,Q9V831
FBpp0073018,Q9VZL2
FBpp0071222,Q9W395
FBpp0070907,Q9W3Y6
FBpp0072065,Q9W1E5
FBpp0099891,Q9VX25;X2JFX0
FBpp0305611,Q7KA43
FBpp0084103,Q9I7I0;A0A0B4KHT9
FBpp0305184,E1JHM5
FBpp0070658,O77277;F6JQA6
FBpp0080733,Q9VJ33;X2J935
FBpp0070665,Q9W4J2
FBpp0070969,Q9W3T2
FBpp0077750,Q9VPP5;C0MJM8
FBpp0076446,Q8SZX1
FBpp0085122,Q9V9Y9
FBpp0087766,Q9XZ31
FBpp0099467,Q9VFG8;A0A0B4LH59
FBpp0079885,Q9VKB9
FBpp0289788,Q8MQJ7
FBpp0073297,Q9VZ20
FBpp0088559,Q9W5W4
FBpp0076448,Q8WS79
FBpp0070884,P40688
FBpp0088428,Q24246
FBpp0082996,Q94524;A0A1B2AIX7
FBpp0079468,Q9VL78;X2J5E8
FBpp0303025,Q9VZU1
FBpp0081560,Q9VH95;A0A0B4K6D2
FBpp0075498,P13496
FBpp0305095,M9PBL3;P02828
FBpp0113078,Q9W1K4
FBpp0298274,Q9W3Q1
FBpp0078066,Q9U616
FBpp0112484,Q7PLE6
FBpp0111805,A8DY78
FBpp0292865,Q8SX78
FBpp0083611,O62619
FBpp0070683,Q9W4G7
FBpp0071183,Q9W3F1
FBpp0075931,Q9VTD7
FBpp0070685,Q9W4G4
FBpp0070725,Q9W4E0
FBpp0071101,Q9W3P6
FBpp0070691,Q9W4F7
FBpp0304313,Q9VLL5
FBpp0083138,Q9VE24
FBpp0070709,Q9W4E6
FBpp0291495,P25161;M9PG62
FBpp0079031,Q9VM46
FBpp0083860,Q7KMP8
FBpp0293948,Q9W414
FBpp0078024,P55035;M9PIG8
FBpp0078278,Q9V3Z4
FBpp0083687,Q9V3G7
FBpp0304059,Q9VKZ8
FBpp0083843,Q9V3V6
FBpp0076200,Q9XZ61
FBpp0086400,A0AQH0
FBpp0305141,P26270;A0A0B4KGE6
FBpp0075068,Q9V436
FBpp0075422,Q9VUJ4
FBpp0088021,Q7KMQ0
FBpp0089041,Q9V5C6
FBpp0074662,Q9VW54
FBpp0078664,Q9V3H2
FBpp0304481,Q9VH79
FBpp0084754,Q9V3P6;A0A0B4KHE9
FBpp0070716,P43332
FBpp0084691,Q7KRW8
FBpp0076723,Q9VRV7;A0A1B2AK42
FBpp0080706,Q9VIZ3
FBpp0075048,Q59E33
FBpp0072468,Q9W0R0
FBpp0073828,Q9VXW2
FBpp0072494,Q9W0M7
FBpp0083134,Q9VE17;A0A1B2AL46
FBpp0070859,Q9W424
FBpp0078400,O46106
FBpp0075395,Q9VUM1
FBpp0075676,Q9VU15
FBpp0084626,Q9VAX8
FBpp0077333,Q9VQK5
FBpp0110561,Q7PL83
FBpp0303792,P17133;M9PC89
FBpp0088537,Q95TU2
FBpp0074835,Q9VVU6
FBpp0082817,Q9VEP9
FBpp0298005,M9NF89
FBpp0070717,P47938;X2JDR5
FBpp0071181,P10383
FBpp0289484,Q9VDS9
FBpp0082932,Q9VEG6
FBpp0076340,Q23973
FBpp0081435,P25158
FBpp0078166,Q9VNT5
FBpp0083989,Q9VC93
FBpp0073937,Q9VXL4
FBpp0082574,P54397
FBpp0079813,Q9VKJ4
FBpp0074214,Q86B47
FBpp0070722,X2JID2
FBpp0304528,Q9VJM5
FBpp0288680,B7YZZ9
FBpp0082100,Q9VG65
FBpp0079008,Q9VM83
FBpp0084964,Q9Y170
FBpp0082377,Q9VFN5
FBpp0085295,Q961D1
FBpp0080564,Q9VJE4;G2J5W1
FBpp0078433,Q24320;A0A1B2AK96
FBpp0075839,O96880
FBpp0070730,Q9Y095
FBpp0304751,M9PFV9;P20232
FBpp0305673,P29052;M9PCM4
FBpp0072249,Q9W147
FBpp0294012,M9NDQ2
FBpp0305335,O96433;M9PFT9
FBpp0302530,Q9VEA5;A0A1B2AK30
FBpp0076971,P22814;X2JEJ3
FBpp0087350,Q7KPG8
FBpp0082071,Q9VG84
FBpp0073090,O96881
FBpp0085716,Q9V460
FBpp0082591,Q9VFB5
FBpp0071848,O17432
FBpp0071596,P20227
FBpp0080121,O97183
FBpp0070724,Q9W4D8
FBpp0070726,Q9W4E4
FBpp0086118,Q7K0W4
FBpp0072658,Q9W088
FBpp0073120,P53034
FBpp0080803,Q9VIT0
FBpp0079746,Q9V3I1
FBpp0078978,Q9VM60
FBpp0111839,A8JR14
FBpp0083172,Q8MSG8
FBpp0081861,Q23976;L0CQ48
FBpp0073380,Q9VYW3
FBpp0087897,Q5BI50
FBpp0293261,Q9VBY5
FBpp0081343,Q9VHS0
FBpp0071168,Q9V3I8;C4IXZ6
FBpp0070742,Q9W4C2
FBpp0086336,A1ZAB8
FBpp0085560,A1ZBX7
FBpp0292257,A1Z9D5
FBpp0085561,A1ZBX6
FBpp0070744,Q8SWR3
FBpp0075572,E3W289
FBpp0070745,Q9W4B7
FBpp0075339,Q9VUS6
FBpp0075325,Q27241
FBpp0070751,Q9W4A9
FBpp0302814,A0A0B4KGW0
FBpp0084561,Q7JWS8
FBpp0070757,Q8IRR6
FBpp0070761,Q7KVW1
FBpp0087524,P81900
FBpp0291777,M9MS76
FBpp0070764,Q9W4D1
FBpp0297299,Q9VLB7
FBpp0080200,Q86BK8
FBpp0070765,Q9V3Y5
FBpp0304226,Q9VVI1
FBpp0077630,Q8IPW7
FBpp0070951,Q9W3X8
FBpp0111270,Q6IHN1
FBpp0300988,D3DMP8
FBpp0077099,Q8MSS7
FBpp0076872,Q9V3D9
FBpp0075631,Q9VU36
FBpp0289508,Q9VSH2
FBpp0110117,Q0E9G8
FBpp0070770,Q9W494
FBpp0304150,Q24025;M9PH73
FBpp0070774,Q9W483
FBpp0070775,Q9W481
FBpp0082060,Q9VG74
FBpp0070780,Q9W472
FBpp0073157,Q9VZC2
FBpp0082774,Q9VEW3
FBpp0087299,A1Z8F3
FBpp0075130,Q9VV31
FBpp0070792,Q9W457
FBpp0075815,Q9VTN9
FBpp0110210,P17719;G4LU61
FBpp0081045,Q9VIC9
FBpp0077198,Q9VQW0
FBpp0076185,Q9VSY6
FBpp0075903,Q9VTI0
FBpp0081504,Q9VHF0
FBpp0301603,Q9VNW6
FBpp0083872,Q9VCK6
FBpp0077537,Q8IPY3
FBpp0081476,Q04448
FBpp0085129,Q9V9Z0
FBpp0073538,Q9I7S8
FBpp0088528,A1ZAZ2
FBpp0072060,O18680
FBpp0078967,Q9VM80
FBpp0076937,Q9VRD9
FBpp0079697,Q9VKR4
FBpp0082120,Q9VG42
FBpp0292529,Q9VC18
FBpp0073488,Q9VYL1
FBpp0070793,Q9W462
FBpp0070894,Q9W418
FBpp0073035,P0CG69;A4V1F9
FBpp0080256,Q9VJQ5
FBpp0074714,Q9VW21
FBpp0070801,Q9W478
FBpp0110065,Q3HKQ0
FBpp0293936,M9NEQ6
FBpp0085060,Q9VA48
FBpp0088112,Q7KA66
FBpp0070802,P49071;A4V402
FBpp0073516,P47980;B3DN56
FBpp0073551,O62602
FBpp0074326,Q9VWW0
FBpp0110266,Q4H2F7
FBpp0289737,Q9VX06
FBpp0082667,Q9VF04
FBpp0290602,E1JH59
FBpp0072876,Q9VZW3
FBpp0089402,P04197;Q53YG3
FBpp0070814,Q9W4A0
FBpp0088018,Q7K130
FBpp0080701,Q9VIZ1
FBpp0303258,P16568;M9PDL9
FBpp0077549,P48603;M9PBN7
FBpp0077582,Q9VQ26
FBpp0071461,Q9W2N0
FBpp0078663,Q6WV17
FBpp0074529,Q9VWE8
FBpp0070817,Q8IRR5
FBpp0073675,Q9VYA0;C5WLN1
FBpp0072003,Q9W1K6
FBpp0293582,Q9VC26
FBpp0084124,Q9VC03
FBpp0088988,P54385
FBpp0073826,Q8IR37
FBpp0083774,Q9VCN3
FBpp0070832,Q9W445
FBpp0302657,Q9VX98
FBpp0070842,P40423;F6J1D0
FBpp0087647,A1Z7N9
FBpp0300535,M9NEB2
FBpp0075485,P18537
FBpp0071381,Q8T0U6
FBpp0300803,M9NEW1
FBpp0087353,Q95RG8
FBpp0074816,Q8SY34
FBpp0073310,P51140
FBpp0088146,Q9V4E1
FBpp0087986,Q9V4P1
FBpp0087345,Q7JUF2
FBpp0088115,A1Z6W3
FBpp0077679,Q8IPW2
FBpp0070849,Q9W438
FBpp0302002,Q9VXE7
FBpp0078053,Q7K204
FBpp0077125,Q8SZ87
FBpp0074660,Q9VW52
FBpp0292135,A0A0B4KFB8
FBpp0292902,A0A0B4LGA2
FBpp0070860,C4XVM0;Q9W422
FBpp0300435,Q86B53
FBpp0085884,Q7K157
FBpp0082851,Q9VEM0
FBpp0297991,Q9VWG2
FBpp0082953,Q9VEF5
FBpp0073526,Q9VYI2
FBpp0078414,Q7KTS4
FBpp0070865,Q9W408
FBpp0078440,Q7JRE6
FBpp0271716,B7YZT2
FBpp0079772,Q94920;M9PD75
FBpp0077974,Q7KTX7
FBpp0087151,A1Z8R8
FBpp0073600,Q9VYD9
FBpp0099608,A1Z8D2
FBpp0078370,Q8I725
FBpp0081703,Q9VH09
FBpp0071406,P36951
FBpp0070876,Q23985
FBpp0085236,Q9V393
FBpp0080261,P28159;X2JAI1
FBpp0297878,Q9VMS1
FBpp0305654,Q9VP19
FBpp0074584,Q9VWD1
FBpp0084839,Q9VAI1
FBpp0084907,O01666
FBpp0078296,Q9U6M0;B6IDJ7
FBpp0076134,Q94516
FBpp0078167,Q9VNT3
FBpp0076848,Q9VRL0
FBpp0081683,Q9VH39
FBpp0301842,Q9V637;A0A0B4KEK7
FBpp0082314,Q9VFS8
FBpp0099767,Q9VFP2
FBpp0073561,Q9V3P3
FBpp0088692,Q960X8;B7FNJ7
FBpp0303146,Q95SP2;A0A0B4KHH2
FBpp0099776,Q8I8V0
FBpp0082477,A0A0B4KHJ1;P25867
FBpp0077516,M9MRD0;P35122
FBpp0080490,Q9VJJ0
FBpp0079773,Q9VKP2
FBpp0288698,Q9VVR1
FBpp0073558,Q9VYG1;X2JBJ9
FBpp0072976,Q9VZU7
FBpp0075119,P40304
FBpp0076124,P52486;X2JAX3
FBpp0079210,Q9VLR7
FBpp0076470,Q9VSC5
FBpp0077415,Q9XZT7
FBpp0072691,Q9W0B3
FBpp0083791,O18412
FBpp0075382,Q9VUJ1
FBpp0078490,P25153;A0A0B4K5Z5
FBpp0078448,Q9VNA5
FBpp0071255,Q9W349
FBpp0084549,Q05652;A0A0B4KHQ0
FBpp0081488,Q9XYN7;C0MJU2
FBpp0074237,Q27272;A8WHK8
FBpp0082134,Q9VG38
FBpp0071136,Q9W3I9
FBpp0079538,P12881;I0DHK3
FBpp0304246,B7Z078
FBpp0082062,P40301
FBpp0100168,Q9VKP3
FBpp0080578,Q8INY4
FBpp0078473,Q8T915
FBpp0305795,M9PI74;Q24306
FBpp0075088,Q9VVA7
FBpp0303776,Q9VA71
FBpp0289558,Q9VUR4
FBpp0081736,Q9VGZ3
FBpp0099945,Q02936
FBpp0074278,Q9Y162
FBpp0078681,Q7K4I5
FBpp0073989,P22769
FBpp0076859,Q9VRL1
FBpp0070899,Q9W423
FBpp0078158,Q9VNT9
FBpp0078157,Q9VNU0
FBpp0078159,Q9VNT8
FBpp0081990,Q9VGH0
FBpp0073346,Q9VYY8
FBpp0078446,Q9VNA6
FBpp0112317,Q8IMY3
FBpp0072907,Q9VZS6
FBpp0072854,Q9VZW0
FBpp0078810,Q94515
FBpp0300565,D6W4U0
FBpp0078156,Q9VNU1
FBpp0084241,Q9VBU5
FBpp0078160,Q9VNU2
FBpp0080297,Q9V3F2
FBpp0303611,M9PDG7
FBpp0083833,Q9VCJ4
FBpp0087635,Q9V576
FBpp0071669,Q9W297
FBpp0087590,Q7KGH1
FBpp0303775,Q9VA70;A4V3N7
FBpp0086842,Q6NR46
FBpp0080197,Q7KT91
FBpp0086158,Q9V7Y2
FBpp0070905,Q9W3Y8
FBpp0300877,Q9W3Y5
FBpp0070953,Q9W3Y3
FBpp0070906,Q9W3Y7
FBpp0074970,Q9VVI2;C6TP77
FBpp0071553,Q9W2K2
FBpp0072055,Q9W1F6
FBpp0080603,Q9VJ90
FBpp0070916,Q9W3X5
FBpp0291001,Q95U38
FBpp0082025,Q95TZ4
FBpp0070924,Q9W3W4
FBpp0073568,Q9VYF8;X2JES4
FBpp0087999,B5RJR6;Q8MKN0
FBpp0081347,Q9VHS7
FBpp0078759,Q9VMQ5
FBpp0081028,Q9VIF3
FBpp0073530,Q9VYI6
FBpp0298344,M9NDU8;Q9VVG6
FBpp0070931,Q9W3V8
FBpp0075946,Q8T8L8
FBpp0072004,C4IXX8
FBpp0084183,Q9VBV8
FBpp0079234,Q9VLQ1
FBpp0081608,Q9VH78
FBpp0079595,Q9VKX7;M9PB91
FBpp0070935,Q9W3V9
FBpp0076232,Q9VSY9
FBpp0080827,Q8ST61
FBpp0070939,Q9W3W5
FBpp0074394,P28466;X2JL29
FBpp0292343,Q9VM26
FBpp0079060,P09615;I1WYH9
FBpp0082243,Q9VFX1
FBpp0077736,Q9VPR2
FBpp0086971,Q94518;A0A0B4LEY6
FBpp0086895,Q7KM15
FBpp0085134,Q6NN09
FBpp0082370,A0A0B4KFZ0;P81928
FBpp0100176,P00399;A0A075E6K7
FBpp0089000,Q7KUE6
FBpp0077580,H9XQA8
FBpp0082522,Q24439
FBpp0087484,Q7JW00
FBpp0081954,Q86B99
FBpp0085258,Q9V9Q4
FBpp0077790,Q9VPN5
FBpp0074565,Q9VWC5
FBpp0072154,Q9W1J7
FBpp0290897,Q8T3Y0;B5RJD9
FBpp0075091,P21461;X2JB60
FBpp0297079,Q9VVA6
FBpp0070954,Q9W3V2
FBpp0290743,Q9W0A7
FBpp0079943,O18334;X2J5T3
FBpp0078893,Q9VMC6
FBpp0072848,Q9VZW7
FBpp0079218,Q9VLP9
FBpp0070976,Q9NBW1;A4V438
FBpp0304981,Q9VVX3;B7Z072
FBpp0088345,P40589;D2NUH8
FBpp0081281,Q9VHX2
FBpp0074519,Q9VWD9
FBpp0078563,Q8IPM2
FBpp0071007,Q9XTN4
FBpp0078721,Q9VMT1
FBpp0071008,Q9W3R6
FBpp0079237,P08630
FBpp0071010,Q7KVU5
FBpp0075038,Q8T3L6
FBpp0071014,Q8IRP6
FBpp0271880,Q9W3P5
FBpp0082657,Q9VF08;A0A0B4LH72
FBpp0086795,P48604;B6IDM7
FBpp0083163,Q9VDZ7
FBpp0071023,Q9W3R7
FBpp0080794,P14199
FBpp0077618,Q9VPW2
FBpp0082569,Q9VF80
FBpp0289288,Q9VTU1
FBpp0082957,Q9VEG5
FBpp0081333,Q9VHR6
FBpp0099829,Q7KT57
FBpp0086285,Q7JQL5
FBpp0074406,Q9VWQ1
FBpp0074822,Q9VVS6
FBpp0112244,Q3ZAP6
FBpp0304068,Q9VIE1
FBpp0071973,Q9W1M7
FBpp0080039,Q9VK07
FBpp0084894,Q86BR6
FBpp0302863,M9PER1
FBpp0071024,Q9XYQ2;Q540Y4
FBpp0083549,Q9VD64
FBpp0081328,Q06849
FBpp0071028,O17468
FBpp0071034,Q9Y113
FBpp0086953,Q9TVQ5;A0A1B2AL22
FBpp0074080,Q24134;X2JE29
FBpp0071037,Q9W3Q7
FBpp0079855,Q9VKG3
FBpp0085662,A1ZBM8
FBpp0071045,Q9W3N6
FBpp0076849,Q9VRL2
FBpp0074664,Q9VW57
FBpp0084013,Q8SZ63
FBpp0083076,Q9VE50;A8E6J8
FBpp0080062,Q9VK19
FBpp0085104,A0A0B4KHX3;O76324
FBpp0072281,Q9W108
FBpp0084341,Q9VBI0
FBpp0071047,Q9W3N1
FBpp0079897,Q9VKD2
FBpp0073017,Q9VZL3
FBpp0080097,Q9VJX8
FBpp0075961,Q5JZZ4
FBpp0085825,Q6NN18
FBpp0085824,A1ZBD2
FBpp0075114,Q9VV87
FBpp0077262,Q961G1
FBpp0079833,Q9VKH0
FBpp0292260,A0A0B4JCZ4
FBpp0076264,Q9VSU7
FBpp0083022,Q9VEA2
FBpp0079628,Q95TN4
FBpp0087676,Q9V564
FBpp0087004,Q7JYV7
FBpp0071061,P11584;X2JAU0
FBpp0082682,Q8INB9
FBpp0079196,Q7KTJ7
FBpp0303197,Q9V3X2
FBpp0071063,Q9W3K5;A4V448
FBpp0086226,A0A0B4LGQ1
FBpp0290197,Q86B44
FBpp0083729,Q9VCW6
FBpp0073608,Q9VYD5
FBpp0085889,Q7JXZ2
FBpp0074393,Q9VWT3
FBpp0073423,Q9VYR2
FBpp0071064,Q9W3K6
FBpp0302793,P45888
FBpp0071067,Q7JW03
FBpp0071072,Q9W3L1
FBpp0087648,Q9V535;F2FB57
FBpp0082433,O96532
FBpp0084713,Q9VAR1
FBpp0076424,Q9VSG1
FBpp0305864,Q9VR61
FBpp0074555,Q9VWI5
FBpp0076672,Q9VRY0
FBpp0088833,Q9VEN6
FBpp0078095,Q9VNX8;B7Z098
FBpp0076464,Q9VSB6
FBpp0083457,Q9VDC2
FBpp0072723,Q9W058
FBpp0078979,Q9VM58
FBpp0086289,Q7K4Q9
FBpp0076520,Q9VSA3;G3KKP7
FBpp0086769,Q7JR58
FBpp0079454,Q9V397
FBpp0076840,Q9V470
FBpp0071104,Q9W3J8
FBpp0071832,Q9W212
FBpp0071119,Q9W3G7
FBpp0073721,Q8IR56
FBpp0071122,Q9W3G1
FBpp0071293,O76857
FBpp0085418,Q7K3G5
FBpp0086042,Q7JUM3
FBpp0085489,P21914
FBpp0075801,Q8SX97
FBpp0077495,Q9Y0H4;B7YZY9
FBpp0074051,Q8IR14
FBpp0081569,Q9VH90
FBpp0291414,Q9VCV0
FBpp0077011,Q9V3Q6
FBpp0081378,O61444
FBpp0302921,A0A0B4KG15
